total_stop_events,observed_vehicles,completed_vehicles,average_stops_per_observed_vehicle,average_stops_per_completed_vehicle,average_travel_time_seconds,policy,algorithm,seed,mean_delay_seconds,travel_time_proxy_seconds,mean_queue,duration_seconds,scenario,episode,policy_label
44,4,304,11.0,,120.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,53,2.075658,122.075658,1.051667,600,scenario1_low_demand,46,Semi-Coordinated - Full RL
42,4,304,10.5,,125.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,54,1.914474,121.914474,0.97,600,scenario1_low_demand,47,Semi-Coordinated - Full RL
39,4,316,9.75,,122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,55,1.832278,121.832278,0.965,600,scenario1_low_demand,48,Semi-Coordinated - Full RL
38,4,308,9.5,,120.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,56,1.808442,121.808442,0.928333,600,scenario1_low_demand,49,Semi-Coordinated - Full RL
57,4,307,14.25,,122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,57,1.967427,121.967427,1.006667,600,scenario1_low_demand,50,Semi-Coordinated - Full RL
43,4,287,10.75,,120.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,58,1.982578,121.982578,0.948333,600,scenario1_low_demand,51,Semi-Coordinated - Full RL
50,4,275,12.5,,122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,59,2.112727,122.112727,0.968333,600,scenario1_low_demand,52,Semi-Coordinated - Full RL
43,4,282,10.75,,122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,60,2.109929,122.109929,0.991667,600,scenario1_low_demand,53,Semi-Coordinated - Full RL
55,4,321,13.75,,122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,61,1.922118,121.922118,1.028333,600,scenario1_low_demand,54,Semi-Coordinated - Full RL
52,4,289,13.0,,125.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,62,1.743945,121.743945,0.84,600,scenario1_low_demand,55,Semi-Coordinated - Full RL
59,4,307,14.75,,125.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,63,1.876221,121.876221,0.96,600,scenario1_low_demand,56,Semi-Coordinated - Full RL
46,4,318,11.5,,122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,64,1.902516,121.902516,1.008333,600,scenario1_low_demand,57,Semi-Coordinated - Full RL
49,4,315,12.25,,125.0,semi_coordinated_full_rl,Semi-Coordinated - Full RL,65,1.596825,121.596825,0.838333,600,scenario1_low_demand,58,Semi-Coordinated - Full RL
50,4,306,12.5,,122.5,semi_coordinated_full_rl,Semi-Coordinated - Full RL,66,2.019608,122.019608,1.03,600,scenario1_low_demand,59,Semi-Coordinated - Full RL
26,4,324,6.5,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,7,17.469136,137.469136,9.433333,600,scenario1_low_demand,0,Semi-Coordinated - QPLF
28,4,299,7.0,,137.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,8,10.83612,130.83612,5.4,600,scenario1_low_demand,1,Semi-Coordinated - QPLF
40,4,329,10.0,,132.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,9,12.06079,132.06079,6.613333,600,scenario1_low_demand,2,Semi-Coordinated - QPLF
24,4,289,6.0,,152.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,10,17.512111,137.512111,8.435,600,scenario1_low_demand,3,Semi-Coordinated - QPLF
18,4,296,4.5,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,11,27.898649,147.898649,13.763333,600,scenario1_low_demand,4,Semi-Coordinated - QPLF
22,4,283,5.5,,125.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,12,25.176678,145.176678,11.875,600,scenario1_low_demand,5,Semi-Coordinated - QPLF
15,4,289,3.75,,127.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,13,25.595156,145.595156,12.328333,600,scenario1_low_demand,6,Semi-Coordinated - QPLF
30,4,316,7.5,,125.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,14,10.892405,130.892405,5.736667,600,scenario1_low_demand,7,Semi-Coordinated - QPLF
23,4,248,5.75,,220.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,15,27.520161,147.520161,11.375,600,scenario1_low_demand,8,Semi-Coordinated - QPLF
15,4,303,3.75,,150.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,16,21.293729,141.293729,10.753333,600,scenario1_low_demand,9,Semi-Coordinated - QPLF
19,4,270,4.75,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,17,28.951852,148.951852,13.028333,600,scenario1_low_demand,10,Semi-Coordinated - QPLF
22,4,286,5.5,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,18,20.426573,140.426573,9.736667,600,scenario1_low_demand,11,Semi-Coordinated - QPLF
22,4,292,5.5,,135.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,19,25.657534,145.657534,12.486667,600,scenario1_low_demand,12,Semi-Coordinated - QPLF
19,4,348,4.75,,150.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,20,21.356322,141.356322,12.386667,600,scenario1_low_demand,13,Semi-Coordinated - QPLF
24,4,293,6.0,,157.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,21,27.83959,147.83959,13.595,600,scenario1_low_demand,14,Semi-Coordinated - QPLF
12,4,309,3.0,,145.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,22,24.239482,144.239482,12.483333,600,scenario1_low_demand,15,Semi-Coordinated - QPLF
26,4,310,6.5,,142.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,23,19.474194,139.474194,10.061667,600,scenario1_low_demand,16,Semi-Coordinated - QPLF
18,4,290,4.5,,150.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,24,29.475862,149.475862,14.246667,600,scenario1_low_demand,17,Semi-Coordinated - QPLF
15,4,302,3.75,,180.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,25,27.844371,147.844371,14.015,600,scenario1_low_demand,18,Semi-Coordinated - QPLF
5,4,292,1.25,,200.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,26,36.589041,156.589041,17.806667,600,scenario1_low_demand,19,Semi-Coordinated - QPLF
23,4,299,5.75,,127.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,27,31.672241,151.672241,15.783333,600,scenario1_low_demand,20,Semi-Coordinated - QPLF
18,4,292,4.5,,172.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,28,26.746575,146.746575,13.016667,600,scenario1_low_demand,21,Semi-Coordinated - QPLF
14,4,313,3.5,,122.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,29,27.530351,147.530351,14.361667,600,scenario1_low_demand,22,Semi-Coordinated - QPLF
11,4,291,2.75,,180.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,30,40.003436,160.003436,19.401667,600,scenario1_low_demand,23,Semi-Coordinated - QPLF
14,4,258,3.5,,205.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,31,35.864341,155.864341,15.421667,600,scenario1_low_demand,24,Semi-Coordinated - QPLF
38,4,304,9.5,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,32,15.809211,135.809211,8.01,600,scenario1_low_demand,25,Semi-Coordinated - QPLF
29,4,272,7.25,,160.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,33,20.172794,140.172794,9.145,600,scenario1_low_demand,26,Semi-Coordinated - QPLF
35,4,276,8.75,,172.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,34,12.057971,132.057971,5.546667,600,scenario1_low_demand,27,Semi-Coordinated - QPLF
14,4,309,3.5,,155.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,35,34.880259,154.880259,17.963333,600,scenario1_low_demand,28,Semi-Coordinated - QPLF
13,4,283,3.25,,187.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,36,39.985866,159.985866,18.86,600,scenario1_low_demand,29,Semi-Coordinated - QPLF
13,4,283,3.25,,160.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,37,27.717314,147.717314,13.073333,600,scenario1_low_demand,30,Semi-Coordinated - QPLF
28,4,269,7.0,,207.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,38,22.687732,142.687732,10.171667,600,scenario1_low_demand,31,Semi-Coordinated - QPLF
21,4,337,5.25,,137.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,39,21.195846,141.195846,11.905,600,scenario1_low_demand,32,Semi-Coordinated - QPLF
36,4,299,9.0,,187.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,40,16.434783,136.434783,8.19,600,scenario1_low_demand,33,Semi-Coordinated - QPLF
21,4,295,5.25,,165.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,41,19.308475,139.308475,9.493333,600,scenario1_low_demand,34,Semi-Coordinated - QPLF
31,4,266,7.75,,185.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,42,16.898496,136.898496,7.491667,600,scenario1_low_demand,35,Semi-Coordinated - QPLF
39,4,318,9.75,,120.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,43,13.421384,133.421384,7.113333,600,scenario1_low_demand,36,Semi-Coordinated - QPLF
26,4,331,6.5,,122.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,44,19.694864,139.694864,10.865,600,scenario1_low_demand,37,Semi-Coordinated - QPLF
37,4,302,9.25,,132.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,45,7.496689,127.496689,3.773333,600,scenario1_low_demand,38,Semi-Coordinated - QPLF
25,4,324,6.25,,135.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,46,11.75,131.75,6.345,600,scenario1_low_demand,39,Semi-Coordinated - QPLF
38,4,306,9.5,,122.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,47,12.434641,132.434641,6.341667,600,scenario1_low_demand,40,Semi-Coordinated - QPLF
30,4,289,7.5,,132.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,48,21.311419,141.311419,10.265,600,scenario1_low_demand,41,Semi-Coordinated - QPLF
40,4,325,10.0,,145.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,49,8.753846,128.753846,4.741667,600,scenario1_low_demand,42,Semi-Coordinated - QPLF
39,4,281,9.75,,122.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,50,7.94306,127.94306,3.72,600,scenario1_low_demand,43,Semi-Coordinated - QPLF
24,4,293,6.0,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,51,15.351536,135.351536,7.496667,600,scenario1_low_demand,44,Semi-Coordinated - QPLF
30,4,289,7.5,,165.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,52,12.446367,132.446367,5.995,600,scenario1_low_demand,45,Semi-Coordinated - QPLF
30,4,298,7.5,,135.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,53,15.520134,135.520134,7.708333,600,scenario1_low_demand,46,Semi-Coordinated - QPLF
44,4,305,11.0,,122.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,54,6.737705,126.737705,3.425,600,scenario1_low_demand,47,Semi-Coordinated - QPLF
34,4,311,8.5,,135.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,55,8.282958,128.282958,4.293333,600,scenario1_low_demand,48,Semi-Coordinated - QPLF
35,4,293,8.75,,157.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,56,9.552901,129.552901,4.665,600,scenario1_low_demand,49,Semi-Coordinated - QPLF
32,4,308,8.0,,120.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,57,9.694805,129.694805,4.976667,600,scenario1_low_demand,50,Semi-Coordinated - QPLF
37,4,283,9.25,,130.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,58,9.04947,129.04947,4.268333,600,scenario1_low_demand,51,Semi-Coordinated - QPLF
34,4,272,8.5,,130.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,59,11.580882,131.580882,5.25,600,scenario1_low_demand,52,Semi-Coordinated - QPLF
27,4,279,6.75,,130.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,60,11.075269,131.075269,5.15,600,scenario1_low_demand,53,Semi-Coordinated - QPLF
28,4,321,7.0,,122.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,61,9.800623,129.800623,5.243333,600,scenario1_low_demand,54,Semi-Coordinated - QPLF
29,4,286,7.25,,132.5,semi_coordinated_qplf,Semi-Coordinated - QPLF,62,10.867133,130.867133,5.18,600,scenario1_low_demand,55,Semi-Coordinated - QPLF
39,4,299,9.75,,145.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,63,8.210702,128.210702,4.091667,600,scenario1_low_demand,56,Semi-Coordinated - QPLF
49,4,315,12.25,,130.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,64,6.212698,126.212698,3.261667,600,scenario1_low_demand,57,Semi-Coordinated - QPLF
32,4,309,8.0,,140.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,65,9.679612,129.679612,4.985,600,scenario1_low_demand,58,Semi-Coordinated - QPLF
42,4,307,10.5,,120.0,semi_coordinated_qplf,Semi-Coordinated - QPLF,66,6.938111,126.938111,3.55,600,scenario1_low_demand,59,Semi-Coordinated - QPLF
40,4,680,10.0,,612.5,independent_full_rl,Independent Learner - Full RL,7,81.930882,201.930882,92.855,600,scenario2_high_demand,0,Independent Learner - Full RL
30,4,602,7.5,,682.5,independent_full_rl,Independent Learner - Full RL,8,107.302326,227.302326,107.66,600,scenario2_high_demand,1,Independent Learner - Full RL
42,4,689,10.5,,457.5,independent_full_rl,Independent Learner - Full RL,9,63.856313,183.856313,73.328333,600,scenario2_high_demand,2,Independent Learner - Full RL
53,4,660,13.25,,487.5,independent_full_rl,Independent Learner - Full RL,10,55.224242,175.224242,60.746667,600,scenario2_high_demand,3,Independent Learner - Full RL
38,4,647,9.5,,595.0,independent_full_rl,Independent Learner - Full RL,11,71.554869,191.554869,77.16,600,scenario2_high_demand,4,Independent Learner - Full RL
29,4,618,7.25,,685.0,independent_full_rl,Independent Learner - Full RL,12,111.131068,231.131068,114.465,600,scenario2_high_demand,5,Independent Learner - Full RL
31,4,656,7.75,,502.5,independent_full_rl,Independent Learner - Full RL,13,67.615854,187.615854,73.926667,600,scenario2_high_demand,6,Independent Learner - Full RL
51,4,691,12.75,,562.5,independent_full_rl,Independent Learner - Full RL,14,74.960926,194.960926,86.33,600,scenario2_high_demand,7,Independent Learner - Full RL
29,4,662,7.25,,525.0,independent_full_rl,Independent Learner - Full RL,15,67.598187,187.598187,74.583333,600,scenario2_high_demand,8,Independent Learner - Full RL
29,4,638,7.25,,572.5,independent_full_rl,Independent Learner - Full RL,16,97.269592,217.269592,103.43,600,scenario2_high_demand,9,Independent Learner - Full RL
34,4,640,8.5,,555.0,independent_full_rl,Independent Learner - Full RL,17,85.471875,205.471875,91.17,600,scenario2_high_demand,10,Independent Learner - Full RL
39,4,670,9.75,,542.5,independent_full_rl,Independent Learner - Full RL,18,67.714925,187.714925,75.615,600,scenario2_high_demand,11,Independent Learner - Full RL
43,4,636,10.75,,625.0,independent_full_rl,Independent Learner - Full RL,19,79.13522,199.13522,83.883333,600,scenario2_high_demand,12,Independent Learner - Full RL
33,4,615,8.25,,732.5,independent_full_rl,Independent Learner - Full RL,20,120.173984,240.173984,123.178333,600,scenario2_high_demand,13,Independent Learner - Full RL
32,4,587,8.0,,672.5,independent_full_rl,Independent Learner - Full RL,21,102.393526,222.393526,100.175,600,scenario2_high_demand,14,Independent Learner - Full RL
33,4,599,8.25,,697.5,independent_full_rl,Independent Learner - Full RL,22,114.48581,234.48581,114.295,600,scenario2_high_demand,15,Independent Learner - Full RL
26,4,637,6.5,,650.0,independent_full_rl,Independent Learner - Full RL,23,91.037677,211.037677,96.651667,600,scenario2_high_demand,16,Independent Learner - Full RL
40,4,608,10.0,,587.5,independent_full_rl,Independent Learner - Full RL,24,95.776316,215.776316,97.053333,600,scenario2_high_demand,17,Independent Learner - Full RL
38,4,628,9.5,,657.5,independent_full_rl,Independent Learner - Full RL,25,105.33121,225.33121,110.246667,600,scenario2_high_demand,18,Independent Learner - Full RL
28,4,620,7.0,,685.0,independent_full_rl,Independent Learner - Full RL,26,102.15,222.15,105.555,600,scenario2_high_demand,19,Independent Learner - Full RL
33,4,574,8.25,,660.0,independent_full_rl,Independent Learner - Full RL,27,85.158537,205.158537,81.468333,600,scenario2_high_demand,20,Independent Learner - Full RL
32,4,588,8.0,,755.0,independent_full_rl,Independent Learner - Full RL,28,120.454082,240.454082,118.045,600,scenario2_high_demand,21,Independent Learner - Full RL
30,4,588,7.5,,790.0,independent_full_rl,Independent Learner - Full RL,29,136.176871,256.176871,133.453333,600,scenario2_high_demand,22,Independent Learner - Full RL
27,4,607,6.75,,662.5,independent_full_rl,Independent Learner - Full RL,30,99.354201,219.354201,100.513333,600,scenario2_high_demand,23,Independent Learner - Full RL
25,4,542,6.25,,752.5,independent_full_rl,Independent Learner - Full RL,31,129.583026,249.583026,117.056667,600,scenario2_high_demand,24,Independent Learner - Full RL
30,4,585,7.5,,750.0,independent_full_rl,Independent Learner - Full RL,32,123.08547,243.08547,120.008333,600,scenario2_high_demand,25,Independent Learner - Full RL
22,4,517,5.5,,882.5,independent_full_rl,Independent Learner - Full RL,33,167.644101,287.644101,144.453333,600,scenario2_high_demand,26,Independent Learner - Full RL
27,4,543,6.75,,790.0,independent_full_rl,Independent Learner - Full RL,34,121.917127,241.917127,110.335,600,scenario2_high_demand,27,Independent Learner - Full RL
13,4,551,3.25,,917.5,independent_full_rl,Independent Learner - Full RL,35,171.967332,291.967332,157.923333,600,scenario2_high_demand,28,Independent Learner - Full RL
16,4,553,4.0,,792.5,independent_full_rl,Independent Learner - Full RL,36,141.108499,261.108499,130.055,600,scenario2_high_demand,29,Independent Learner - Full RL
22,4,545,5.5,,847.5,independent_full_rl,Independent Learner - Full RL,37,139.856881,259.856881,127.036667,600,scenario2_high_demand,30,Independent Learner - Full RL
22,4,554,5.5,,695.0,independent_full_rl,Independent Learner - Full RL,38,122.990975,242.990975,113.561667,600,scenario2_high_demand,31,Independent Learner - Full RL
36,4,617,9.0,,725.0,independent_full_rl,Independent Learner - Full RL,39,111.546191,231.546191,114.706667,600,scenario2_high_demand,32,Independent Learner - Full RL
33,4,605,8.25,,665.0,independent_full_rl,Independent Learner - Full RL,40,107.213223,227.213223,108.106667,600,scenario2_high_demand,33,Independent Learner - Full RL
43,4,640,10.75,,525.0,independent_full_rl,Independent Learner - Full RL,41,61.526562,181.526563,65.628333,600,scenario2_high_demand,34,Independent Learner - Full RL
26,4,600,6.5,,625.0,independent_full_rl,Independent Learner - Full RL,42,96.098333,216.098333,96.098333,600,scenario2_high_demand,35,Independent Learner - Full RL
22,4,532,5.5,,850.0,independent_full_rl,Independent Learner - Full RL,43,146.026316,266.026316,129.476667,600,scenario2_high_demand,36,Independent Learner - Full RL
31,4,616,7.75,,747.5,independent_full_rl,Independent Learner - Full RL,44,109.665584,229.665584,112.59,600,scenario2_high_demand,37,Independent Learner - Full RL
24,4,540,6.0,,842.5,independent_full_rl,Independent Learner - Full RL,45,152.416667,272.416667,137.175,600,scenario2_high_demand,38,Independent Learner - Full RL
22,4,585,5.5,,842.5,independent_full_rl,Independent Learner - Full RL,46,144.321368,264.321368,140.713333,600,scenario2_high_demand,39,Independent Learner - Full RL
16,4,446,4.0,,1045.0,independent_full_rl,Independent Learner - Full RL,47,220.087444,340.087444,163.598333,600,scenario2_high_demand,40,Independent Learner - Full RL
45,4,618,11.25,,567.5,independent_full_rl,Independent Learner - Full RL,48,62.399676,182.399676,64.271667,600,scenario2_high_demand,41,Independent Learner - Full RL
20,4,525,5.0,,932.5,independent_full_rl,Independent Learner - Full RL,49,163.813333,283.813333,143.336667,600,scenario2_high_demand,42,Independent Learner - Full RL
28,4,600,7.0,,595.0,independent_full_rl,Independent Learner - Full RL,50,93.123333,213.123333,93.123333,600,scenario2_high_demand,43,Independent Learner - Full RL
25,4,585,6.25,,695.0,independent_full_rl,Independent Learner - Full RL,51,105.562393,225.562393,102.923333,600,scenario2_high_demand,44,Independent Learner - Full RL
20,4,534,5.0,,867.5,independent_full_rl,Independent Learner - Full RL,52,151.501873,271.501873,134.836667,600,scenario2_high_demand,45,Independent Learner - Full RL
16,4,568,4.0,,645.0,independent_full_rl,Independent Learner - Full RL,53,93.424296,213.424296,88.441667,600,scenario2_high_demand,46,Independent Learner - Full RL
14,4,492,3.5,,922.5,independent_full_rl,Independent Learner - Full RL,54,173.542683,293.542683,142.305,600,scenario2_high_demand,47,Independent Learner - Full RL
18,4,475,4.5,,997.5,independent_full_rl,Independent Learner - Full RL,55,208.473684,328.473684,165.041667,600,scenario2_high_demand,48,Independent Learner - Full RL
26,4,566,6.5,,740.0,independent_full_rl,Independent Learner - Full RL,56,119.157244,239.157244,112.405,600,scenario2_high_demand,49,Independent Learner - Full RL
26,4,565,6.5,,745.0,independent_full_rl,Independent Learner - Full RL,57,117.049558,237.049558,110.221667,600,scenario2_high_demand,50,Independent Learner - Full RL
13,4,459,3.25,,952.5,independent_full_rl,Independent Learner - Full RL,58,193.453159,313.453159,147.991667,600,scenario2_high_demand,51,Independent Learner - Full RL
19,4,562,4.75,,695.0,independent_full_rl,Independent Learner - Full RL,59,112.209964,232.209964,105.103333,600,scenario2_high_demand,52,Independent Learner - Full RL
15,4,496,3.75,,850.0,independent_full_rl,Independent Learner - Full RL,60,156.024194,276.024194,128.98,600,scenario2_high_demand,53,Independent Learner - Full RL
21,4,547,5.25,,890.0,independent_full_rl,Independent Learner - Full RL,61,146.639854,266.639854,133.686667,600,scenario2_high_demand,54,Independent Learner - Full RL
20,4,565,5.0,,890.0,independent_full_rl,Independent Learner - Full RL,62,151.316814,271.316814,142.49,600,scenario2_high_demand,55,Independent Learner - Full RL
14,4,545,3.5,,792.5,independent_full_rl,Independent Learner - Full RL,63,155.638532,275.638532,141.371667,600,scenario2_high_demand,56,Independent Learner - Full RL
19,4,545,4.75,,820.0,independent_full_rl,Independent Learner - Full RL,64,131.899083,251.899083,119.808333,600,scenario2_high_demand,57,Independent Learner - Full RL
17,4,506,4.25,,912.5,independent_full_rl,Independent Learner - Full RL,65,171.683794,291.683794,144.786667,600,scenario2_high_demand,58,Independent Learner - Full RL
22,4,508,5.5,,850.0,independent_full_rl,Independent Learner - Full RL,66,172.088583,292.088583,145.701667,600,scenario2_high_demand,59,Independent Learner - Full RL
30,4,593,7.5,,830.0,independent_qplf,Independent Learner - QPLF,7,141.915683,261.915683,140.26,600,scenario2_high_demand,0,Independent Learner - QPLF
30,4,595,7.5,,700.0,independent_qplf,Independent Learner - QPLF,8,137.89916,257.89916,136.75,600,scenario2_high_demand,1,Independent Learner - QPLF
47,4,751,11.75,,302.5,independent_qplf,Independent Learner - QPLF,9,30.270306,150.270306,37.888333,600,scenario2_high_demand,2,Independent Learner - QPLF
50,4,705,12.5,,375.0,independent_qplf,Independent Learner - QPLF,10,64.465248,184.465248,75.746667,600,scenario2_high_demand,3,Independent Learner - QPLF
52,4,736,13.0,,372.5,independent_qplf,Independent Learner - QPLF,11,58.61413,178.61413,71.9,600,scenario2_high_demand,4,Independent Learner - QPLF
59,4,796,14.75,,240.0,independent_qplf,Independent Learner - QPLF,12,19.501256,139.501256,25.871667,600,scenario2_high_demand,5,Independent Learner - QPLF
46,4,753,11.5,,260.0,independent_qplf,Independent Learner - QPLF,13,36.446215,156.446215,45.74,600,scenario2_high_demand,6,Independent Learner - QPLF
75,4,837,18.75,,197.5,independent_qplf,Independent Learner - QPLF,14,19.493429,139.493429,27.193333,600,scenario2_high_demand,7,Independent Learner - QPLF
51,4,771,12.75,,252.5,independent_qplf,Independent Learner - QPLF,15,29.044099,149.044099,37.321667,600,scenario2_high_demand,8,Independent Learner - QPLF
106,4,802,26.5,,162.5,independent_qplf,Independent Learner - QPLF,16,13.812968,133.812968,18.463333,600,scenario2_high_demand,9,Independent Learner - QPLF
103,4,802,25.75,,150.0,independent_qplf,Independent Learner - QPLF,17,5.315461,125.315461,7.105,600,scenario2_high_demand,10,Independent Learner - QPLF
98,4,827,24.5,,150.0,independent_qplf,Independent Learner - QPLF,18,13.135429,133.135429,18.105,600,scenario2_high_demand,11,Independent Learner - QPLF
70,4,817,17.5,,172.5,independent_qplf,Independent Learner - QPLF,19,7.925337,127.925337,10.791667,600,scenario2_high_demand,12,Independent Learner - QPLF
105,4,837,26.25,,177.5,independent_qplf,Independent Learner - QPLF,20,7.304659,127.304659,10.19,600,scenario2_high_demand,13,Independent Learner - QPLF
86,4,796,21.5,,150.0,independent_qplf,Independent Learner - QPLF,21,12.493719,132.493719,16.575,600,scenario2_high_demand,14,Independent Learner - QPLF
71,4,809,17.75,,172.5,independent_qplf,Independent Learner - QPLF,22,14.679852,134.679852,19.793333,600,scenario2_high_demand,15,Independent Learner - QPLF
82,4,825,20.5,,180.0,independent_qplf,Independent Learner - QPLF,23,11.042424,131.042424,15.183333,600,scenario2_high_demand,16,Independent Learner - QPLF
79,4,782,19.75,,152.5,independent_qplf,Independent Learner - QPLF,24,15.028133,135.028133,19.586667,600,scenario2_high_demand,17,Independent Learner - QPLF
104,4,830,26.0,,152.5,independent_qplf,Independent Learner - QPLF,25,5.839759,125.839759,8.078333,600,scenario2_high_demand,18,Independent Learner - QPLF
81,4,843,20.25,,127.5,independent_qplf,Independent Learner - QPLF,26,10.225386,130.225386,14.366667,600,scenario2_high_demand,19,Independent Learner - QPLF
89,4,779,22.25,,147.5,independent_qplf,Independent Learner - QPLF,27,10.422336,130.422336,13.531667,600,scenario2_high_demand,20,Independent Learner - QPLF
81,4,839,20.25,,127.5,independent_qplf,Independent Learner - QPLF,28,12.134684,132.134684,16.968333,600,scenario2_high_demand,21,Independent Learner - QPLF
79,4,852,19.75,,130.0,independent_qplf,Independent Learner - QPLF,29,7.089202,127.089202,10.066667,600,scenario2_high_demand,22,Independent Learner - QPLF
80,4,800,20.0,,180.0,independent_qplf,Independent Learner - QPLF,30,10.59625,130.59625,14.128333,600,scenario2_high_demand,23,Independent Learner - QPLF
81,4,794,20.25,,122.5,independent_qplf,Independent Learner - QPLF,31,7.580605,127.580605,10.031667,600,scenario2_high_demand,24,Independent Learner - QPLF
83,4,827,20.75,,145.0,independent_qplf,Independent Learner - QPLF,32,6.740024,126.740024,9.29,600,scenario2_high_demand,25,Independent Learner - QPLF
85,4,821,21.25,,122.5,independent_qplf,Independent Learner - QPLF,33,12.473812,132.473812,17.068333,600,scenario2_high_demand,26,Independent Learner - QPLF
95,4,801,23.75,,145.0,independent_qplf,Independent Learner - QPLF,34,6.44819,126.44819,8.608333,600,scenario2_high_demand,27,Independent Learner - QPLF
84,4,859,21.0,,147.5,independent_qplf,Independent Learner - QPLF,35,8.450524,128.450524,12.098333,600,scenario2_high_demand,28,Independent Learner - QPLF
76,4,820,19.0,,125.0,independent_qplf,Independent Learner - QPLF,36,12.486585,132.486585,17.065,600,scenario2_high_demand,29,Independent Learner - QPLF
89,4,834,22.25,,125.0,independent_qplf,Independent Learner - QPLF,37,7.015588,127.015588,9.751667,600,scenario2_high_demand,30,Independent Learner - QPLF
83,4,784,20.75,,120.0,independent_qplf,Independent Learner - QPLF,38,11.609694,131.609694,15.17,600,scenario2_high_demand,31,Independent Learner - QPLF
90,4,854,22.5,,132.5,independent_qplf,Independent Learner - QPLF,39,8.855972,128.855972,12.605,600,scenario2_high_demand,32,Independent Learner - QPLF
62,4,796,15.5,,187.5,independent_qplf,Independent Learner - QPLF,40,15.63191,135.63191,20.738333,600,scenario2_high_demand,33,Independent Learner - QPLF
52,4,795,13.0,,137.5,independent_qplf,Independent Learner - QPLF,41,11.759748,131.759748,15.581667,600,scenario2_high_demand,34,Independent Learner - QPLF
