total_stop_events,observed_vehicles,completed_vehicles,average_stops_per_observed_vehicle,average_stops_per_completed_vehicle,average_travel_time_seconds,policy,seed,env_reward,qplf_reward,mean_qplf,mean_queue,mean_delay_seconds,travel_time_proxy_seconds,duration_seconds,scenario,episode
150,4,839,37.5,,127.5,centralized_pwl_qplf,28,-1294.0,-3.0,3.28,2.156667,1.542312,121.542312,600,scenario2_high_demand,21
160,4,851,40.0,,132.5,centralized_pwl_qplf,29,-1268.0,-9.0,3.203333,2.113333,1.490012,121.490012,600,scenario2_high_demand,22
158,4,821,39.5,,127.5,centralized_pwl_qplf,30,-1184.0,-5.0,2.833333,1.973333,1.442144,121.442144,600,scenario2_high_demand,23
130,4,794,32.5,,122.5,centralized_pwl_qplf,31,-1141.0,-1.0,2.961667,1.901667,1.437028,121.437028,600,scenario2_high_demand,24
160,4,837,40.0,,120.0,centralized_pwl_qplf,32,-1298.0,0.0,3.31,2.163333,1.550777,121.550777,600,scenario2_high_demand,25
161,4,821,40.25,,122.5,centralized_pwl_qplf,33,-1172.0,-1.0,2.923333,1.953333,1.427527,121.427527,600,scenario2_high_demand,26
159,4,809,39.75,,125.0,centralized_pwl_qplf,34,-1069.0,-2.0,2.478333,1.781667,1.321384,121.321384,600,scenario2_high_demand,27
153,4,866,38.25,,130.0,centralized_pwl_qplf,35,-1271.0,-6.0,3.168333,2.118333,1.467667,121.467667,600,scenario2_high_demand,28
133,4,822,33.25,,120.0,centralized_pwl_qplf,36,-1055.0,0.0,2.458333,1.758333,1.283455,121.283455,600,scenario2_high_demand,29
149,4,836,37.25,,120.0,centralized_pwl_qplf,37,-1199.0,0.0,3.088333,1.998333,1.434211,121.434211,600,scenario2_high_demand,30
130,4,784,32.5,,120.0,centralized_pwl_qplf,38,-1032.0,0.0,2.506667,1.72,1.316327,121.316327,600,scenario2_high_demand,31
148,4,858,37.0,,122.5,centralized_pwl_qplf,39,-1308.0,-1.0,3.346667,2.18,1.524476,121.524476,600,scenario2_high_demand,32
152,4,821,38.0,,125.0,centralized_pwl_qplf,40,-1187.0,-4.0,2.918333,1.978333,1.445798,121.445798,600,scenario2_high_demand,33
158,4,802,39.5,,120.0,centralized_pwl_qplf,41,-930.0,0.0,1.903333,1.55,1.159601,121.159601,600,scenario2_high_demand,34
152,4,802,38.0,,120.0,centralized_pwl_qplf,42,-938.0,0.0,1.983333,1.563333,1.169576,121.169576,600,scenario2_high_demand,35
162,4,824,40.5,,120.0,centralized_pwl_qplf,43,-1064.0,0.0,2.456667,1.773333,1.291262,121.291262,600,scenario2_high_demand,36
146,4,865,36.5,,125.0,centralized_pwl_qplf,44,-1260.0,-2.0,3.116667,2.1,1.456647,121.456647,600,scenario2_high_demand,37
128,4,829,32.0,,120.0,centralized_pwl_qplf,45,-1539.0,0.0,5.191667,2.565,1.856454,121.856454,600,scenario2_high_demand,38
132,4,874,33.0,,120.0,centralized_pwl_qplf,46,-1557.0,0.0,4.655,2.595,1.781465,121.781465,600,scenario2_high_demand,39
139,4,812,34.75,,130.0,centralized_pwl_qplf,47,-1069.0,-10.0,2.551667,1.781667,1.316502,121.316502,600,scenario2_high_demand,40
138,4,795,34.5,,125.0,centralized_pwl_qplf,48,-1132.0,-4.0,2.8,1.886667,1.423899,121.423899,600,scenario2_high_demand,41
154,4,849,38.5,,122.5,centralized_pwl_qplf,49,-1118.0,-1.0,2.646667,1.863333,1.316843,121.316843,600,scenario2_high_demand,42
131,4,788,32.75,,125.0,centralized_pwl_qplf,50,-1028.0,-2.0,2.56,1.713333,1.304569,121.304569,600,scenario2_high_demand,43
135,4,813,33.75,,125.0,centralized_pwl_qplf,51,-1021.0,-2.0,2.475,1.701667,1.255843,121.255843,600,scenario2_high_demand,44
143,4,832,35.75,,122.5,centralized_pwl_qplf,52,-1085.0,-1.0,2.471667,1.808333,1.304087,121.304087,600,scenario2_high_demand,45
119,4,776,29.75,,125.0,centralized_pwl_qplf,53,-1050.0,-2.0,2.506667,1.75,1.353093,121.353093,600,scenario2_high_demand,46
152,4,811,38.0,,125.0,centralized_pwl_qplf,54,-1030.0,-2.0,2.26,1.716667,1.270037,121.270037,600,scenario2_high_demand,47
161,4,825,40.25,,122.5,centralized_pwl_qplf,55,-1048.0,-1.0,2.353333,1.746667,1.270303,121.270303,600,scenario2_high_demand,48
152,4,813,38.0,,122.5,centralized_pwl_qplf,56,-1053.0,-1.0,2.308333,1.755,1.295203,121.295203,600,scenario2_high_demand,49
147,4,815,36.75,,120.0,centralized_pwl_qplf,57,-1226.0,0.0,3.453333,2.043333,1.504294,121.504294,600,scenario2_high_demand,50
138,4,791,34.5,,122.5,centralized_pwl_qplf,58,-936.0,-1.0,1.976667,1.56,1.183312,121.183312,600,scenario2_high_demand,51
127,4,791,31.75,,122.5,centralized_pwl_qplf,59,-975.0,-1.0,2.245,1.625,1.232617,121.232617,600,scenario2_high_demand,52
133,4,788,33.25,,120.0,centralized_pwl_qplf,60,-805.0,0.0,1.585,1.341667,1.021574,121.021574,600,scenario2_high_demand,53
149,4,853,37.25,,125.0,centralized_pwl_qplf,61,-1112.0,-2.0,2.486667,1.853333,1.303634,121.303634,600,scenario2_high_demand,54
157,4,872,39.25,,122.5,centralized_pwl_qplf,62,-1136.0,-1.0,2.643333,1.893333,1.302752,121.302752,600,scenario2_high_demand,55
142,4,812,35.5,,125.0,centralized_pwl_qplf,63,-987.0,-2.0,2.171667,1.645,1.215517,121.215517,600,scenario2_high_demand,56
129,4,822,32.25,,127.5,centralized_pwl_qplf,64,-1400.0,-5.0,4.0,2.333333,1.703163,121.703163,600,scenario2_high_demand,57
145,4,822,36.25,,122.5,centralized_pwl_qplf,65,-974.0,-1.0,2.156667,1.623333,1.184915,121.184915,600,scenario2_high_demand,58
135,4,799,33.75,,122.5,centralized_pwl_qplf,66,-938.0,-1.0,2.05,1.563333,1.173967,121.173967,600,scenario2_high_demand,59
