time_seconds,queue_north,queue_south,queue_east,queue_west,total_queue,action,reward,env_reward,scenario,episode,policy,policy_label,algorithm_type,eta,green_north,green_south,green_east,green_west
1,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
2,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
3,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
4,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
5,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
6,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
7,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
8,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
9,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
10,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
11,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
12,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
13,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
14,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
15,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
16,0.0,0.0,2.0,1.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
17,0.0,0.0,2.0,1.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
18,0.0,0.0,3.0,1.0,4.0,0,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
19,0.0,0.0,3.0,1.0,4.0,0,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
20,0.0,0.0,3.0,2.0,5.0,0,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
21,0.0,0.0,3.0,2.0,5.0,0,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
22,0.0,0.0,3.0,3.0,6.0,0,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
23,0.0,0.0,3.0,3.0,6.0,0,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
24,0.0,0.0,3.0,3.0,6.0,0,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
25,0.0,0.0,3.0,3.0,6.0,0,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
26,0.0,0.0,4.0,3.0,7.0,0,0.14285714285714285,-7.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
27,0.0,0.0,5.0,3.0,8.0,0,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
28,0.0,0.0,5.0,3.0,8.0,0,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
29,0.0,0.0,5.0,3.0,8.0,0,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
30,0.0,0.0,5.0,4.0,9.0,0,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
31,0.0,0.0,5.0,5.0,10.0,0,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
32,0.0,0.0,5.0,5.0,10.0,0,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
33,0.0,0.0,5.0,5.0,10.0,0,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
34,0.0,0.0,5.0,5.0,10.0,0,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
35,0.0,0.0,5.0,5.0,10.0,0,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
36,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
37,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
38,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
39,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
40,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
41,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
42,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
43,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
44,0.0,0.0,6.0,5.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
45,0.0,0.0,6.0,6.0,12.0,0,0.08333333333333333,-12.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
46,0.0,0.0,6.0,6.0,12.0,0,0.08333333333333333,-12.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
47,0.0,0.0,6.0,6.0,12.0,0,0.08333333333333333,-12.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
48,0.0,0.0,6.0,6.0,12.0,0,0.08333333333333333,-12.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
49,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
50,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
51,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
52,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
53,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
54,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
55,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
56,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
57,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
58,0.0,0.0,7.0,6.0,13.0,0,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
59,0.0,0.0,7.0,7.0,14.0,0,0.07142857142857142,-14.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
60,0.0,0.0,7.0,7.0,14.0,0,0.07142857142857142,-14.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
61,0.0,0.0,7.0,7.0,14.0,0,0.07142857142857142,-14.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
62,0.0,0.0,7.0,8.0,15.0,0,0.06666666666666667,-15.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
63,0.0,0.0,7.0,8.0,15.0,0,0.06666666666666667,-15.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
64,0.0,0.0,7.0,8.0,15.0,0,0.06666666666666667,-15.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
65,0.0,0.0,8.0,8.0,16.0,0,0.0625,-16.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
66,0.0,0.0,9.0,8.0,17.0,0,0.058823529411764705,-17.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
67,0.0,0.0,10.0,8.0,18.0,0,0.05555555555555555,-18.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
68,0.0,0.0,10.0,8.0,18.0,0,0.05555555555555555,-18.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
69,0.0,0.0,10.0,8.0,18.0,0,0.05555555555555555,-18.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
70,0.0,0.0,10.0,9.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
71,0.0,0.0,10.0,9.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
72,0.0,0.0,10.0,10.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
73,0.0,0.0,10.0,10.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
74,0.0,0.0,10.0,10.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
75,0.0,0.0,10.0,10.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
76,0.0,0.0,10.0,10.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
77,0.0,0.0,10.0,10.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
78,0.0,0.0,10.0,10.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
79,0.0,0.0,10.0,11.0,21.0,0,0.047619047619047616,-21.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
80,0.0,0.0,9.0,10.0,19.0,1,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
81,0.0,0.0,9.0,10.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
82,0.0,0.0,9.0,10.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
83,0.0,0.0,9.0,10.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
84,0.0,0.0,9.0,10.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
85,0.0,0.0,9.0,10.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
86,0.0,0.0,9.0,11.0,20.0,0,0.05,-20.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
87,0.0,0.0,8.0,10.0,18.0,1,0.05555555555555555,-18.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
88,0.0,0.0,8.0,11.0,19.0,0,0.05263157894736842,-19.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
89,0.0,0.0,7.0,11.0,18.0,1,0.05555555555555555,-18.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
90,0.0,0.0,6.0,10.0,16.0,1,0.0625,-16.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
91,0.0,0.0,5.0,9.0,14.0,1,0.07142857142857142,-14.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
92,0.0,0.0,4.0,9.0,13.0,1,0.07692307692307693,-13.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
93,1.0,0.0,3.0,8.0,12.0,1,0.08333333333333333,-12.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
94,2.0,0.0,2.0,7.0,11.0,1,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
95,2.0,0.0,1.0,6.0,9.0,1,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
96,2.0,0.0,0.0,5.0,7.0,1,0.14285714285714285,-7.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
97,3.0,0.0,0.0,4.0,7.0,1,0.14285714285714285,-7.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
98,3.0,0.0,0.0,3.0,6.0,1,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
99,3.0,0.0,0.0,3.0,6.0,1,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
100,3.0,0.0,0.0,3.0,6.0,1,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
101,3.0,0.0,0.0,2.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
102,3.0,0.0,0.0,1.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
103,3.0,0.0,0.0,0.0,3.0,1,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
104,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
105,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
106,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
107,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
108,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
109,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
110,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
111,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
112,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
113,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
114,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
115,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
116,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
117,3.0,1.0,0.0,0.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
118,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
119,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
120,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
121,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
122,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
123,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
124,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
125,4.0,1.0,0.0,0.0,5.0,1,0.2,-5.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
126,5.0,1.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
127,5.0,2.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
128,5.0,2.0,0.0,0.0,7.0,1,0.14285714285714285,-7.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
129,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
130,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
131,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
132,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
133,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
134,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
135,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
136,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
137,5.0,3.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
138,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
139,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
140,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
141,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
142,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
143,6.0,3.0,0.0,0.0,9.0,1,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
144,7.0,3.0,0.0,0.0,10.0,1,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
145,7.0,3.0,0.0,0.0,10.0,1,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
146,7.0,3.0,0.0,0.0,10.0,1,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
147,7.0,3.0,0.0,0.0,10.0,1,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
148,7.0,3.0,0.0,0.0,10.0,1,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
149,7.0,3.0,0.0,0.0,10.0,1,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
150,7.0,4.0,0.0,0.0,11.0,1,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
151,7.0,4.0,0.0,0.0,11.0,1,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
152,7.0,4.0,0.0,0.0,11.0,1,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
153,8.0,4.0,0.0,0.0,12.0,1,0.08333333333333333,-12.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
154,7.0,3.0,0.0,1.0,11.0,0,0.09090909090909091,-11.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
155,7.0,3.0,0.0,0.0,10.0,1,0.1,-10.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
156,6.0,2.0,1.0,0.0,9.0,0,0.1111111111111111,-9.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
157,6.0,2.0,0.0,0.0,8.0,1,0.125,-8.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
158,5.0,1.0,0.0,0.0,6.0,0,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
159,5.0,1.0,0.0,0.0,6.0,1,0.16666666666666666,-6.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
160,4.0,0.0,0.0,0.0,4.0,0,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
161,3.0,0.0,0.0,0.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
162,3.0,0.0,0.0,0.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
163,2.0,0.0,0.0,0.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
164,1.0,0.0,0.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
165,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
166,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
167,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
168,0.0,0.0,2.0,0.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
169,0.0,0.0,2.0,0.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
170,0.0,0.0,3.0,0.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
171,0.0,0.0,3.0,1.0,4.0,0,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
172,0.0,0.0,3.0,1.0,4.0,0,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
173,0.0,0.0,3.0,1.0,4.0,0,0.25,-4.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
